,comment
3442,Fazia tempos que não parava para ouvir um louvor. E aqui estou . O resgate veio a mim... Minh'alma anseia por ti Senhor.
3443,Difícil escolher quem canta melhor. Pra mim os dois tem as melhores vozes da música brasileira.
3444,"Estou quase chorando aqui no busão... As lutas tem sido árduas. Mais que uma oração, é um clamor poético a Deus que tudo sabe das nossas aflições...👍🙏❣️🎶"
3445,"Lindo lindo que é este hino de louvor a Deus!! Tocante, mais do que profunda esta oração, sabendo que só Ele  é capaz de dar conforto e alento as nossas almas"
3446,"Com DEUS e a advocacia de CRISTO em nossas vidas, TUDO FICA BEM !!!"
3447,ás duas da manhã ouvindo essa canção em Oração ' esse foi um Ano em que tivemos tudo para nao estar  bem' perdi  mtos' mas pq Tu  estás aqui Senhor tudo fica Bem. DEUS  ABENÇOE mto VCS 😭💛💛
3448,"Leo com a voz ""ruim"" canta melhor que eu com a voz ""boa"""
3449,"Ih, temos um problema, onde vamos gravar?
-ah! grava aí na sala mesmo!"
3450,"Quem gostou desse lindo encontro de feras da música gospel, lindo de mais , previlegio ouvir 🙌☺️🙂"
3451,Cara sem palavras para agradecer a Deus por nos deixar escutar este som maravilhoso 😍❤️
3452,"Sem palavras pra descrever quão grande é o comprometimento e o quão sincero é o louvor de duas vozes sensacionais como essas, é como ouvir e sentir as Barreiras dos Céus se abrindo e nos conectando com o Pai !!! Obrigado aos dois por essa linda canção escrita pelos Dedos de Deus !!! E que toda honra e toda glória seja dada ao nosso Pai e Amado Jesus !!!"
3453,"Mauro Canta Demais !
Um dos melhores Cantores da América 
Seria muito top Demais Mauro e Rodolfo Abrantes cantando juntos"
3454,É uma emoção ver e ouvir 2 ícone da música gospel... Deus abençoe vcs cada vez mais... Por ser instrumentos na mão de Deus.. E poder tocar cada pessoa com seus jeito de cantar e tocar...
3455,Que bela oração ! Jesus seja louvado !
3456,Obrigado meu Deus por essa música e por essas vozes que sempre acalma o meu coração e minha dor!
3457,"Leo Gonçalves é a prova viva de que dedicação, disciplina e esforço pode se ser um cantor excepcional. Mesmo com a paralisia da prega vocal o Leo não perdeu a qualidade vocal. Continua sendo um cantor extraordinário e incrível.
Dueto sensacional!"
3458,"Mano, o Léo tá cantando muito bem ainda, nossa tô muito feliz!!! O super homem.da música cristã brasileira kk, minha opinião!!"
3459,"Se é música do Mauro é like antes mesmo de ouvir a canção, já sabemos que será outra pedrada!"
3460,"Wow. Sem palavras irmãos. Tentando olhar pelas dificuldades que vocês passaram durante sua caminhada com Cristo , entendemos o quão perfeito Deus é.Por isso em cada acorde, nota e voz cantada ou sussurrada, sentimos a presença do Altíssimo. Que Deus continue a usá-los em sua graça e misericórdia infinitas."
3461,"EM UM MOMENTO COMO ESTE  EM QUE VIVEMOS, ESSA MÚSICA VEIO DIRETO DO CÉU PARA ACALMAR NOSSOS CORAÇÕES. LOUVO AO SENHOR POR SUAS VIDAS!  CONTINUEM NOS ABENÇOANDO !"
3462,"Si sei que estais aqui
Tudo fica bem....
😢❤"
3463,"Essa canção tocou o mais profundo em minha alma. Obrigada Mauro e Leonardo por serem esses gigantes, mas deixando a Glória de Deus resplandecer. No amor do Pai,"
3464,Imaginem um CD com umas 100 músicas só com esse dueto... Seria um sonho...
3465,"Não consigo parar de escutar, sinto muita paz com essa interpretação. Muita vdd vinda da letra, da melodia, harmonia e cumplicidade dos dois artistas que souberam com maestria se tornarem plano de fundo pra grandiosidade da mensagem."
3466,"Depois dessa, tô só esperando uma notificação que esteja escrito: ""Feat Guilherme de Sá."""
3467,"Que música linda!
Ouvindo no meu trabalho e as lágrimas rolando em meu rosto.
Hoje no momento que estamos passando, é tão difícil acreditar que tudo ficará bem, mas com Deus no comando, podemos crer que TUDO FICA BEM!"
3468,Deus abençoe a todos que lerem esse comentário. Que Deus te ilumine e te guarde de todo mal. E que o ano de 2021 seja repleto de realizações e conquistas. Quem poder tbm da uma olhada e uma força no meu canal deis de já agradeço. #juntossomosmaisfortes
3469,"Leonardo Gonçalves é um verdadeiro exemplo de insistência. Ouvir ele cantando apesar de tudo, é uma inspiração que nos alimenta profundamente! 

Que letra perfeita. ❤"
3470,"Que Deus continue os abençoando! Linda música, linda canção, linda letra. Sinto a presença de Deus e o espírito santo me renovando. Obrigado Deus por mais essa oportunida. Obrigado Mauro Henrique e Leonardo Gonçalves."
3471,Senhor a minha a questão é saber administrar meus pensamentos. As vezes penso que não há mais jeito pra mim. Porfavor me ajude!
3472,Mauro e Leonardo em uma única canção !!!! Aí meu coração não aguenta !!! Vcs são uma benção para os louvores brasileiros !!! Obg por essa canção de qualidade ! 🔥❤️🙏😍🎶📽️
3473,O Mauro Henrique faz música até no silêncio meus amigos! Privilégio de poder ouvir esse cara!
3474,"PARABENS AOS DOIS PELO LOUVOR E ADORAÇÃO AO NOSSO MESTRE! COMO É BOM SABER QUE LEO ESTÁ A CADA DIA MELHORANDO, DEUS É CONTIGO!."
3475,"Alguns dias antes da minha mãe falecer, mandei essa música pra ela e ela disse que ouviria mais vezes. Infelizmente não foi possível, mas agora essa canção está marcado no meu coração! 😔🙏🏼💙"
3476,O Mauro é tão singular que ele curte quase todos os comentários. Especial demais.
3477,"Como tem gente q da DESLIKE?? Não dá pra entender kkkk louvor lindo adoração a Deus, e com ELE tudo fica bem obrigado Deus..."
3478,"Que música emocionante! Mauro, suas canções trazem importantes reflexões para a vida, sempre enfatizando que Deus é a direção, a força, o consolo, é tudo... Obrigado por através de suas músicas nos fazer olhar com mais confiança para o Senhor."
3479,"Que som perfeito 😭
Preencheu o vazio da minha alma , creio que fui abençoando através desse louvor !!!
OBRIGADO POR ESSA CANÇÃO !!
TUDO FICA BEM...😢"
3480,"O quanto isso melhorou meu dia não tá escrito, muito obrigado por contribuir tanto pra música cristã tanto você Mauro quanto o Leonardo. Venho passando por momentos difíceis na minha vida, mas Deus me levanta sempre que eu caio, então não há o que temer."
3481,"Que delícia ouvir esse louvor no silêncio da noite, que paz que me traz ✨ Deus é bom em todo o tempo 🙏🏻"
3482,Obrigado Mauro é Leonardo Gonsalves por cantarem essa música muito linda bênção de Deus
3483,"As melhores vozes do país, sem dúvida."
3484,"Viajo nas letras e vozes de vcs..😍 agradeço a Deus de coração, por sustentar Ministros igual a vcs..Deus abençoe Léo e Mauro🙏👍"
3485,Muito impactante a letra desta canção. Não tem como não ser impactado por cada momento do decorrer da canção. Que Deus abençoe grandiosamente Mauro Henrique e o Leonardo Gonçalves.
3486,"Quando acho que não dá mais pra me impressionar com a imensidão do Mauro, ele vem com uma musica dessas e ainda junta com o Leonardo. Ai Jesus"
3487,"Que louvor! Sem palavras, que Deus continue usando vcs, dois ungidos do Senhor !😭🙌🏻🙏🏻❤"
3488,"QUE COISA MAIS LINDA! 

Em meio a situação horrenda em que o mundo vive, uma linda canção inspirada por Deus para nos lembrar que ele está no controle de tudo e que com Ele, TUDO FICA BEM! "
3489,"Que louvor! Glória a Deus! Vontade de gritar "" Tudo fica bem "" se olhamos para Nosso Deus! Como é bom ouvi -los,  ainda mais juntos!🥰🥰🙌🏾🙌🏾😇😇"
3490,"Que música, que louvor 😍🙏 sinto Deus em todas suas músicas. Que Deus abençoe vc sempre 🙏 maurão ♥️"
3491,"Como não amar esse som? Os dois já são incríveis separados, imagina juntos🤩 Achei a música linda demais, eleva o nosso espírito e nos transmite paz. Obrigada por essa canção!"
3492,"Que profundidade! E, ao mesmo tempo, tão suave e leve. Gratidão por seu serviço ao Senhor, Mauro e Leonardo!"
3493,"Perdi minha mãezinha, e essa linda canção tem trazido alento ao meu coração. Obrigado Mauro por me ajudar na lutar contra meu sofrimento. Vc é pura benção. Sempre me sinto confortado ao desfrutar de sua obra. Muitíssimo obrigado."
3494,"Quando a música toca, não tem como não colocar os nossos fones e viajar musicalmente."
3495,Glórias a Deus por mais uma canção em forma de Oração a Glória e toda dEle🙌🏼
3496,"Estou aqui pela 30° vez, sem brincadeira, desde o lançamento todos os dias escuto essa linda canção, umas 5 vezes ao dia. Muito Emocionante. Obrigado Deus."
3497,"Essa musica dilacerou minha alma e meu coração... neste momento eu tô lembrando de uma grande perda, mas crendo no melhor do meu Deus... louvado seja Deus pela vida de vocês dois. ""Tudo fica bem 
/ Se olho para Ti / Se Te percebo em mim / Tudo fica bem / Se sei que estás aqui / Se sei que estás em mim"
3498,Deus está nessa canção senhores! Que benção!
3499,"Canção linda, e o Leonardo abrilhanta qualquer música, sinto-me privilegiado em poder ouvi-los juntos, Deus abençoe vocês todos, e obrigado por mais uma canção de refrigério aos meus ouvidos e ao coração."
3500,"Que seja benção pra quem ouvir, que o reino de Deus alcance à quem ouve e necessita de alento. Mais uma vez,mais uma oração em forma de música, Deus é o sustento e dele vem o dom,e o dom volta pra ele em forma de louvor. Glórias a Deus"
3501,"Meu sonho é ter aula de canto com esses caras, Deus me deu um talento, mas preciso lapidá-lo. Como amo eles, admiração e sentimento de gratidão. Obrigado, Mauro e Leo. <3"
3502,"Ouvindo na hora q Deus manda.. veio n momenro serto digno de testemunho to fraco
Na fé 
É as 4.39 da manha obg jesus e irmaos Deus abencoe voceis"
3503,Música e letra que tocam demais. Oremos para que a voz do Leonardo volte ao normal..
3504,"Aqui estou mais uma vez 

Pedindo pra me levantar 

Me falta forças, meu Deus

Vem me ajudar  😭😭"
3505,"A melhor música para fechar o ""inventário 2020"". Aproveite, e se há feridas cure lançando no senhor e Tudo Fica Bem!"
3506,"Que letra! Que dupla! Música muito incrível e emocionante! Duas pessoas incríveis, a música ficou perfeita! Não dá para parar de ouvir hahah❤️"
3507,"Para mim, dois caras excepcionais. Qualquer música não fica somente boa mas excelente nas vozes desses caras. Dois profissionais que buscam excelência e tem uma humildade fantástica. Que Deus continue usando vocês como canal até Ele!"
3508,"Minhas duas maiores inspirações em um só clip, em uma só música, é de transbordar o coração❤❤❤"
3509,É lindo ver que o Rick de The Walking Dead estará no céu conosco!
3510,Mauro vc e uma pessoa de Deus mesmo suas músicas vão se um evangelismo pra muito jovem parabéns mauro
3511,"Eu Realmente me sinto mais aliviado ao ouvir esse lindo louvor.
Minha vida está passando por uma turbulência 
Várias coisas.
Mas ou ouvir essa canção."
3512,"O incrível (além de ter sido um belo trabalho) é como o Léo encontrou uma frequência vocal confortável pra cantar após a paresia. Mas quando se tem talento e um chamado, a caminhada não termina, apenas se adapta"
3513,"Lindo lindo! Que dupla incrível! Dois monstros cantando juntos para emocionar sempre. 
Que paz essa música transmite, Mauro... Vc sente Deus falar com vc em cada palavra.
Léo como sempre um monstro, mesmo com a doença, conseguindo tirar o bom de tudo. 
Parabéns meus irmãos!"
3514,Espetacular ter dois interpretes desse nível juntos. Parabéns. Deus aqui!
3515,Essa música veio me dar força pelo Momento q estou passa do com meu filho ele está com leucemia e os médicos falaram q a pouco chance de cura mais sei que a última palavra não vem dos médicos e sim de Deus e creio na cura dele e logo estarei dando testemunhos da cura do meu. Filho Jesus está vivo e tudo vai ficar bem !!!
3516,"Calma gente, falta só 1 dia, amanhã vai tudo ficar bem..."
3517,"Que saudade eu tava de ver esses dois juntos! Gênios! Não sou cristão, mas acompanho os dois há muito tempo. Vocês são demais!"
3518,"Incrível como a voz desses dois impactam as nossas vida, por meio do Espírito Santo. Previlégio poder receber esse acalento, com essas vozes tão diferente uma da outra mas que se encaixam perfeitamente. A Deus toda glória!"
3519,"que feat incrível, Leonardo sendo maravilhoso como sempre, esse cara é minha inspiração, a prova de que em meio á todos acontecimentos continuamos em frente, louvando e adorando á Deus."
3520,"Mauro e Leonardo, tenho depressão e abri o YouTube em busca de algo que trouxesse alento pro meu coração nesse dia de angustia. Me deparei com essa canção. Obrigada!"
3521,Não entendi porque não tem milhões de visualizações ainda 😭🙏🏽
3522,"MÚSICA PRA VENCEDOR:
https://youtu.be/DR3tpDPPuy0"
3523,"Cara que benção, é o tipo de louvor que quando acaba a gente fica perdido querendo mais 😭. Se sei que estás aqui, se tú estás em mim!"
3524,Que presente ouvir esta canção. Que Deus abençoe à todos.
3525,""" Cessa todos os meus medos que perturbam a minha alma. Faz crescer tua luz em mim Deus, dissipa a escuridão. 
Meu coração não tem sossego, enquanto não descansa em ti"" !!! ♥♥♥♥♥"
3526,"Essa canção poderia se chamar (Oração) que letra , que sentimento. Sabe aquela sensação de estar recluso, só vc e o Pai essa é a sensação que tenho ao ouvir. Oração cantada."
3527,Benção de Deus duas lendas da música gospel no Brasil 🙌👏👏🎸🎵🙏
3528,Essa música veio como um bálsamo para um coração sofrido... chegou a hora certa!!! Que Deus os abençoe!!
3529,"Que lindo! Sabe o que me admira em vc, Mauro? Sua generosidade. O Léo enfrentando esses problemas vocais e vc não só o convida, como faz com ele um dos duetos mais incríveis que ouvi nos últimos dias. Qto a vc, Léo, só posso dizer que sua vida me inspira. Um bjo enorme pra vcs dois e que Deus os abençoe! 🌹🧡"
3530,"Essa é uma música que preciso ouvir todos os dias. 
Uma verdadeira oração 🙏🏾 
Deus os abençoe sempre 🥰🙏🏾"
3531,"Eu achei que sabia cantar 
Mais quando ouvi esses dois cai na realidade 😪."
3532,Obgd a vcs não sou cristão mas essa música me trás uma paz enorme Obgd!.❤❤❤
3533,Música linda! Me acalma nesse momento em que esse vírus tem levado tantos amigos em tão pouco tempo. E agora descobri que estou doente junto com meu filho e possivelmente minha esposa e minha bebê também! Essa música vem acalmar meu coração que está tão aflito! Mas tudo vai ficar bem🙏
3534,"Parabéns! DEUS, sempre te surpreendendo, ELE é maravilhoso, que alegria vê-lo louvar o SENHOR JESUS."
3535,Quando o cantor entende de mixagem é outro nível. Show de bola a dinâmica do Leonardo com o microfone. 👏👏🔥
3536,Aqueles feats que quem admira o trabalho dos 2 sempre vai querer mais.
3537,"Não tenho palavras pra 
Descrever esse milagre do nosso Deus,Após 3 aborto expotáneo ,""TUDO FICOU BEM"" ontem foi a apresentação da nossa bb ELIZA na igreja."
