,comment
1330,Não consigo parar de chorar..... Que Deus continue usando a vida e a voz de vocês para a Honra e Glória Dele. Essa música para mim teve um significado inexplicável!
1331,"Sera que e so eu que assisto todos videos do Mauro Pra Aprender Essas Poesias Cantada pra Cristo ☺☺☺
Lindo Demais Esse Louvor Faz agente Viajar5 Longe 🙏🙏🙏🙏
Jesus Te Ama"
1332,"Quem tá assistindo essa dupla monstro, vai deixar o like!!!!!!"
1333,"Madrugada 01:30, alguém ouvindo? Deus te abençoe."
1334,Acho q vcs n tem ideia de quantas almas foram salvas através dessa canção.... Simplesmente perfeita ❤❤
1335,Que canção maravilhosa 🙏 sinto a presença do Espírito Santo quando escuto.. Deus seja louvado e que o Senhor continue usando suas vidas tremendamente na obra dele..
1336,"Ouvindo agora,direto de Portugal 🇵🇹,oração que temos que fazer em todo tempo! Obrigada 🙏🏼"
1337,"“Obrigado, meu amigo”
“Eu que Agradeço “  A GENTE QUE AGRADECE! ❤️❤️❤️❤️❤️❤️❤️"
1338,"Chega a ser emocionante ver Leonardo sendo usado por Deus 
Um verdadeiro exemplo de superação ..
LEONARDO , TUDO FICA BEM , QUANDO OLHAMOS PARA DEUS. Que Ele te guarde e te conserve .
Mauro , sou hoje ainda mais seu fã por ter convidado justamente esse monstro chamado Leonardo pra cantar contigo ..."
1339,"Essa é a canção de 2020 para o mundo, á nossa Oração a Deus em lágrimas, e Deus ouve nosso clamor e TUDO FICA BEM. 
Louvado seja Deus por suas vidas, Mauro e Leonardo , estou ouvido aqui em lágrimas😭 
O Ano de 2020 um ano muito difícil, mas Jesus Cristo tem dado graça.🙌🙌🙌"
1340,Até o momento existe 23 pessoas que não tem a menor ideia o quanto esses dois são MUITO BONS!! Escutei a música toda arrepiado
1341,Orgulho desses caras! Ícones da música evangélica brasileira!
1342,Fazia tempos que não parava para ouvir um louvor. E aqui estou . O resgate veio a mim... Minh'alma anseia por ti Senhor.
1343,Difícil escolher quem canta melhor. Pra mim os dois tem as melhores vozes da música brasileira.
1344,"Estou quase chorando aqui no busão... As lutas tem sido árduas. Mais que uma oração, é um clamor poético a Deus que tudo sabe das nossas aflições...👍🙏❣️🎶"
1345,"Lindo lindo que é este hino de louvor a Deus!! Tocante, mais do que profunda esta oração, sabendo que só Ele  é capaz de dar conforto e alento as nossas almas"
1346,"Com DEUS e a advocacia de CRISTO em nossas vidas, TUDO FICA BEM !!!"
1347,ás duas da manhã ouvindo essa canção em Oração ' esse foi um Ano em que tivemos tudo para nao estar  bem' perdi  mtos' mas pq Tu  estás aqui Senhor tudo fica Bem. DEUS  ABENÇOE mto VCS 😭💛💛
1348,"Leo com a voz ""ruim"" canta melhor que eu com a voz ""boa"""
1349,"Ih, temos um problema, onde vamos gravar?
-ah! grava aí na sala mesmo!"
1350,"Quem gostou desse lindo encontro de feras da música gospel, lindo de mais , previlegio ouvir 🙌☺️🙂"
1351,Cara sem palavras para agradecer a Deus por nos deixar escutar este som maravilhoso 😍❤️
1352,"Sem palavras pra descrever quão grande é o comprometimento e o quão sincero é o louvor de duas vozes sensacionais como essas, é como ouvir e sentir as Barreiras dos Céus se abrindo e nos conectando com o Pai !!! Obrigado aos dois por essa linda canção escrita pelos Dedos de Deus !!! E que toda honra e toda glória seja dada ao nosso Pai e Amado Jesus !!!"
1353,"Mauro Canta Demais !
Um dos melhores Cantores da América 
Seria muito top Demais Mauro e Rodolfo Abrantes cantando juntos"
1354,É uma emoção ver e ouvir 2 ícone da música gospel... Deus abençoe vcs cada vez mais... Por ser instrumentos na mão de Deus.. E poder tocar cada pessoa com seus jeito de cantar e tocar...
1355,Que bela oração ! Jesus seja louvado !
1356,Obrigado meu Deus por essa música e por essas vozes que sempre acalma o meu coração e minha dor!
1357,"Leo Gonçalves é a prova viva de que dedicação, disciplina e esforço pode se ser um cantor excepcional. Mesmo com a paralisia da prega vocal o Leo não perdeu a qualidade vocal. Continua sendo um cantor extraordinário e incrível.
Dueto sensacional!"
1358,"Mano, o Léo tá cantando muito bem ainda, nossa tô muito feliz!!! O super homem.da música cristã brasileira kk, minha opinião!!"
1359,"Se é música do Mauro é like antes mesmo de ouvir a canção, já sabemos que será outra pedrada!"
1360,"Wow. Sem palavras irmãos. Tentando olhar pelas dificuldades que vocês passaram durante sua caminhada com Cristo , entendemos o quão perfeito Deus é.Por isso em cada acorde, nota e voz cantada ou sussurrada, sentimos a presença do Altíssimo. Que Deus continue a usá-los em sua graça e misericórdia infinitas."
1361,"EM UM MOMENTO COMO ESTE  EM QUE VIVEMOS, ESSA MÚSICA VEIO DIRETO DO CÉU PARA ACALMAR NOSSOS CORAÇÕES. LOUVO AO SENHOR POR SUAS VIDAS!  CONTINUEM NOS ABENÇOANDO !"
1362,"Si sei que estais aqui
Tudo fica bem....
😢❤"
1363,"Essa canção tocou o mais profundo em minha alma. Obrigada Mauro e Leonardo por serem esses gigantes, mas deixando a Glória de Deus resplandecer. No amor do Pai,"
1364,Imaginem um CD com umas 100 músicas só com esse dueto... Seria um sonho...
1365,"Não consigo parar de escutar, sinto muita paz com essa interpretação. Muita vdd vinda da letra, da melodia, harmonia e cumplicidade dos dois artistas que souberam com maestria se tornarem plano de fundo pra grandiosidade da mensagem."
1366,"Depois dessa, tô só esperando uma notificação que esteja escrito: ""Feat Guilherme de Sá."""
1367,"Que música linda!
Ouvindo no meu trabalho e as lágrimas rolando em meu rosto.
Hoje no momento que estamos passando, é tão difícil acreditar que tudo ficará bem, mas com Deus no comando, podemos crer que TUDO FICA BEM!"
1368,Deus abençoe a todos que lerem esse comentário. Que Deus te ilumine e te guarde de todo mal. E que o ano de 2021 seja repleto de realizações e conquistas. Quem poder tbm da uma olhada e uma força no meu canal deis de já agradeço. #juntossomosmaisfortes
1369,"Leonardo Gonçalves é um verdadeiro exemplo de insistência. Ouvir ele cantando apesar de tudo, é uma inspiração que nos alimenta profundamente! 

Que letra perfeita. ❤"
1370,"Que Deus continue os abençoando! Linda música, linda canção, linda letra. Sinto a presença de Deus e o espírito santo me renovando. Obrigado Deus por mais essa oportunida. Obrigado Mauro Henrique e Leonardo Gonçalves."
1371,Senhor a minha a questão é saber administrar meus pensamentos. As vezes penso que não há mais jeito pra mim. Porfavor me ajude!
1372,Mauro e Leonardo em uma única canção !!!! Aí meu coração não aguenta !!! Vcs são uma benção para os louvores brasileiros !!! Obg por essa canção de qualidade ! 🔥❤️🙏😍🎶📽️
1373,O Mauro Henrique faz música até no silêncio meus amigos! Privilégio de poder ouvir esse cara!
1374,"PARABENS AOS DOIS PELO LOUVOR E ADORAÇÃO AO NOSSO MESTRE! COMO É BOM SABER QUE LEO ESTÁ A CADA DIA MELHORANDO, DEUS É CONTIGO!."
1375,"Alguns dias antes da minha mãe falecer, mandei essa música pra ela e ela disse que ouviria mais vezes. Infelizmente não foi possível, mas agora essa canção está marcado no meu coração! 😔🙏🏼💙"
1376,O Mauro é tão singular que ele curte quase todos os comentários. Especial demais.
1377,"Como tem gente q da DESLIKE?? Não dá pra entender kkkk louvor lindo adoração a Deus, e com ELE tudo fica bem obrigado Deus..."
1378,"Que música emocionante! Mauro, suas canções trazem importantes reflexões para a vida, sempre enfatizando que Deus é a direção, a força, o consolo, é tudo... Obrigado por através de suas músicas nos fazer olhar com mais confiança para o Senhor."
1379,"Que som perfeito 😭
Preencheu o vazio da minha alma , creio que fui abençoando através desse louvor !!!
OBRIGADO POR ESSA CANÇÃO !!
TUDO FICA BEM...😢"
1380,"O quanto isso melhorou meu dia não tá escrito, muito obrigado por contribuir tanto pra música cristã tanto você Mauro quanto o Leonardo. Venho passando por momentos difíceis na minha vida, mas Deus me levanta sempre que eu caio, então não há o que temer."
1381,"Que delícia ouvir esse louvor no silêncio da noite, que paz que me traz ✨ Deus é bom em todo o tempo 🙏🏻"
1382,Obrigado Mauro é Leonardo Gonsalves por cantarem essa música muito linda bênção de Deus
1383,"As melhores vozes do país, sem dúvida."
1384,"Viajo nas letras e vozes de vcs..😍 agradeço a Deus de coração, por sustentar Ministros igual a vcs..Deus abençoe Léo e Mauro🙏👍"
1385,Muito impactante a letra desta canção. Não tem como não ser impactado por cada momento do decorrer da canção. Que Deus abençoe grandiosamente Mauro Henrique e o Leonardo Gonçalves.
1386,"Quando acho que não dá mais pra me impressionar com a imensidão do Mauro, ele vem com uma musica dessas e ainda junta com o Leonardo. Ai Jesus"
1387,"Que louvor! Sem palavras, que Deus continue usando vcs, dois ungidos do Senhor !😭🙌🏻🙏🏻❤"
1388,"QUE COISA MAIS LINDA! 

Em meio a situação horrenda em que o mundo vive, uma linda canção inspirada por Deus para nos lembrar que ele está no controle de tudo e que com Ele, TUDO FICA BEM! "
1389,"Que louvor! Glória a Deus! Vontade de gritar "" Tudo fica bem "" se olhamos para Nosso Deus! Como é bom ouvi -los,  ainda mais juntos!🥰🥰🙌🏾🙌🏾😇😇"
1390,"Que música, que louvor 😍🙏 sinto Deus em todas suas músicas. Que Deus abençoe vc sempre 🙏 maurão ♥️"
1391,"Como não amar esse som? Os dois já são incríveis separados, imagina juntos🤩 Achei a música linda demais, eleva o nosso espírito e nos transmite paz. Obrigada por essa canção!"
1392,"Que profundidade! E, ao mesmo tempo, tão suave e leve. Gratidão por seu serviço ao Senhor, Mauro e Leonardo!"
1393,"Perdi minha mãezinha, e essa linda canção tem trazido alento ao meu coração. Obrigado Mauro por me ajudar na lutar contra meu sofrimento. Vc é pura benção. Sempre me sinto confortado ao desfrutar de sua obra. Muitíssimo obrigado."
1394,"Quando a música toca, não tem como não colocar os nossos fones e viajar musicalmente."
1395,Glórias a Deus por mais uma canção em forma de Oração a Glória e toda dEle🙌🏼
1396,"Estou aqui pela 30° vez, sem brincadeira, desde o lançamento todos os dias escuto essa linda canção, umas 5 vezes ao dia. Muito Emocionante. Obrigado Deus."
1397,"Essa musica dilacerou minha alma e meu coração... neste momento eu tô lembrando de uma grande perda, mas crendo no melhor do meu Deus... louvado seja Deus pela vida de vocês dois. ""Tudo fica bem 
/ Se olho para Ti / Se Te percebo em mim / Tudo fica bem / Se sei que estás aqui / Se sei que estás em mim"
1398,Deus está nessa canção senhores! Que benção!
1399,"Canção linda, e o Leonardo abrilhanta qualquer música, sinto-me privilegiado em poder ouvi-los juntos, Deus abençoe vocês todos, e obrigado por mais uma canção de refrigério aos meus ouvidos e ao coração."
1400,"Que seja benção pra quem ouvir, que o reino de Deus alcance à quem ouve e necessita de alento. Mais uma vez,mais uma oração em forma de música, Deus é o sustento e dele vem o dom,e o dom volta pra ele em forma de louvor. Glórias a Deus"
1401,"Meu sonho é ter aula de canto com esses caras, Deus me deu um talento, mas preciso lapidá-lo. Como amo eles, admiração e sentimento de gratidão. Obrigado, Mauro e Leo. <3"
1402,"Ouvindo na hora q Deus manda.. veio n momenro serto digno de testemunho to fraco
Na fé 
É as 4.39 da manha obg jesus e irmaos Deus abencoe voceis"
1403,Música e letra que tocam demais. Oremos para que a voz do Leonardo volte ao normal..
1404,"Aqui estou mais uma vez 

Pedindo pra me levantar 

Me falta forças, meu Deus

Vem me ajudar  😭😭"
1405,"A melhor música para fechar o ""inventário 2020"". Aproveite, e se há feridas cure lançando no senhor e Tudo Fica Bem!"
1406,"Que letra! Que dupla! Música muito incrível e emocionante! Duas pessoas incríveis, a música ficou perfeita! Não dá para parar de ouvir hahah❤️"
1407,"Para mim, dois caras excepcionais. Qualquer música não fica somente boa mas excelente nas vozes desses caras. Dois profissionais que buscam excelência e tem uma humildade fantástica. Que Deus continue usando vocês como canal até Ele!"
1408,"Minhas duas maiores inspirações em um só clip, em uma só música, é de transbordar o coração❤❤❤"
1409,É lindo ver que o Rick de The Walking Dead estará no céu conosco!
1410,Mauro vc e uma pessoa de Deus mesmo suas músicas vão se um evangelismo pra muito jovem parabéns mauro
1411,"Eu Realmente me sinto mais aliviado ao ouvir esse lindo louvor.
Minha vida está passando por uma turbulência 
Várias coisas.
Mas ou ouvir essa canção."
1412,"O incrível (além de ter sido um belo trabalho) é como o Léo encontrou uma frequência vocal confortável pra cantar após a paresia. Mas quando se tem talento e um chamado, a caminhada não termina, apenas se adapta"
1413,"Lindo lindo! Que dupla incrível! Dois monstros cantando juntos para emocionar sempre. 
Que paz essa música transmite, Mauro... Vc sente Deus falar com vc em cada palavra.
Léo como sempre um monstro, mesmo com a doença, conseguindo tirar o bom de tudo. 
Parabéns meus irmãos!"
1414,Espetacular ter dois interpretes desse nível juntos. Parabéns. Deus aqui!
1415,Essa música veio me dar força pelo Momento q estou passa do com meu filho ele está com leucemia e os médicos falaram q a pouco chance de cura mais sei que a última palavra não vem dos médicos e sim de Deus e creio na cura dele e logo estarei dando testemunhos da cura do meu. Filho Jesus está vivo e tudo vai ficar bem !!!
1416,"Calma gente, falta só 1 dia, amanhã vai tudo ficar bem..."
1417,"Que saudade eu tava de ver esses dois juntos! Gênios! Não sou cristão, mas acompanho os dois há muito tempo. Vocês são demais!"
1418,"Incrível como a voz desses dois impactam as nossas vida, por meio do Espírito Santo. Previlégio poder receber esse acalento, com essas vozes tão diferente uma da outra mas que se encaixam perfeitamente. A Deus toda glória!"
1419,"que feat incrível, Leonardo sendo maravilhoso como sempre, esse cara é minha inspiração, a prova de que em meio á todos acontecimentos continuamos em frente, louvando e adorando á Deus."
1420,"Mauro e Leonardo, tenho depressão e abri o YouTube em busca de algo que trouxesse alento pro meu coração nesse dia de angustia. Me deparei com essa canção. Obrigada!"
1421,Não entendi porque não tem milhões de visualizações ainda 😭🙏🏽
1422,"MÚSICA PRA VENCEDOR:
https://youtu.be/DR3tpDPPuy0"
1423,"Cara que benção, é o tipo de louvor que quando acaba a gente fica perdido querendo mais 😭. Se sei que estás aqui, se tú estás em mim!"
1424,Que presente ouvir esta canção. Que Deus abençoe à todos.
1425,""" Cessa todos os meus medos que perturbam a minha alma. Faz crescer tua luz em mim Deus, dissipa a escuridão. 
Meu coração não tem sossego, enquanto não descansa em ti"" !!! ♥♥♥♥♥"
1426,"Essa canção poderia se chamar (Oração) que letra , que sentimento. Sabe aquela sensação de estar recluso, só vc e o Pai essa é a sensação que tenho ao ouvir. Oração cantada."
1427,Benção de Deus duas lendas da música gospel no Brasil 🙌👏👏🎸🎵🙏
1428,Essa música veio como um bálsamo para um coração sofrido... chegou a hora certa!!! Que Deus os abençoe!!
1429,"Que lindo! Sabe o que me admira em vc, Mauro? Sua generosidade. O Léo enfrentando esses problemas vocais e vc não só o convida, como faz com ele um dos duetos mais incríveis que ouvi nos últimos dias. Qto a vc, Léo, só posso dizer que sua vida me inspira. Um bjo enorme pra vcs dois e que Deus os abençoe! 🌹🧡"
1430,"Essa é uma música que preciso ouvir todos os dias. 
Uma verdadeira oração 🙏🏾 
Deus os abençoe sempre 🥰🙏🏾"
1431,"Eu achei que sabia cantar 
Mais quando ouvi esses dois cai na realidade 😪."
1432,Obgd a vcs não sou cristão mas essa música me trás uma paz enorme Obgd!.❤❤❤
1433,Música linda! Me acalma nesse momento em que esse vírus tem levado tantos amigos em tão pouco tempo. E agora descobri que estou doente junto com meu filho e possivelmente minha esposa e minha bebê também! Essa música vem acalmar meu coração que está tão aflito! Mas tudo vai ficar bem🙏
1434,"Parabéns! DEUS, sempre te surpreendendo, ELE é maravilhoso, que alegria vê-lo louvar o SENHOR JESUS."
1435,Quando o cantor entende de mixagem é outro nível. Show de bola a dinâmica do Leonardo com o microfone. 👏👏🔥
1436,Aqueles feats que quem admira o trabalho dos 2 sempre vai querer mais.
1437,"Não tenho palavras pra 
Descrever esse milagre do nosso Deus,Após 3 aborto expotáneo ,""TUDO FICOU BEM"" ontem foi a apresentação da nossa bb ELIZA na igreja."
1438,"Mano, é de PARTIR O CORAÇÃO, ver um cara genial e poderoso como o Leo atrofiando, da uma tristeza muito grande por ser muito fã do cara, sério. (pra mim a voz do Leo é tipo a voz de um arcanjo cantando, essa é a referencia dele pra mim)"
1439,"Cara duas lendas juntas, com um tom de voz incomparável, DEUS ABENÇOE A VIDA DESSES DOIS! ❤️👏🏻"
1440,"A Paz que essa musica trás, é fora do comum, não sai da minha cabeça essa canção!   a sensibilidade e interpretação de Maurão e Leo, da  o sentimento a musica, é de arrepiar!!!!"
1441,"Muito bom ouvir o Leonardo cantando assim depois de tudo, uma das melhores vozes do Brasil junto com o Mauro. Sou fã demais desses dois feras, que Deus continue abençoando a vida de vcs todos os dias pra que nos possamos continuar ouvindo essas canções que sempre tocam a alma..."
1442,"Se tem Gabriel Henrique comentando tem muito like..... Música linda, Deus abençoe Leo que sua voz continue sendo benção, Mauro que benção é te ouvir. Muito mais benção ver os dois..."
1443,"Enquanto eu assistia, senti como se Deus estivesse me curando da minha enfermidade que tem tirado minha paz por esses dias."
1444,Quem aí tô ouvindo dia 30 de Dezembro hein.
1445,"Que Letra Linda, Nos Traz Aquela Paz q Só encontramos Em Jesus"
1446,"Essa música é igual vinho, quanto mais eu escuto, e mais tempo passa, melhor ela fica"
1447,Graça e Paz seja contigo irmão 🥰🙌 Como é MARAVILHOSO NOSSO PAI 🙌 Lindo Louvor!!!
1448,"Esse quarteto dá mais do que certo, que o Eterno continue abençoando suas vidas. 🙏🏾"
1449,Obrigado Mauro Henrique e Leonardo Gonçalves por ouvir um hino desses na voz de vcs !!
1450,"2:50 Mihn'alma anseia por Ti
         Mihn'alma suplica por Ti
Que música emocionante
Que cena incrível com voz incríveis "
1451,Melhor música de todas! Amo sem limites ♥️♥️♥️
1452,"Mauro não  sei como expressar minha gratidão pelo seu trabalho,agredito que tenhas a noção do impacto das letras de  suas músicas em nossas Almas ! Se não,saiba que elas entram tão  profundamente que realmente se estivermos suscetível  nos transformam para sempre ! Parabéns!!!! Conheci vocês dois no Canal do Márcio Guerra força Leonardo!!! SÓ mais uma coisa!gostaria muito de ter o prazer de ver um trabalho seu com um ft. da Priscila Alcântara !!! Quem mais gostaria da um Up !!! "
1453,"Aleluias.
Obrigado Jesus."
1454,"Ficou muito lindo pra honra e glória de Deus!! Já postei no status do meu ZAP e já coloquei na minha playlist de favoritos... 😌🙌🎶 Muito lindo mesmo esse hino, ameiii 😍🎶👏🎼🎤 Meus Parabéns Mauro Henrique e Leonardo Gonçalves, ficou muito lindoooo... 🎼😍👏"
1455,"Tô a manhã toda presa nessa música, falou muito ao meu coração, tem tudo a ver com meu momento. Graças a Deus pela vida dos dois e de toda a equipe, amo vocês. Esse louvor é um presente ❤️"
1456,Legal q bênção olha que era uma música q estava na gaveta empoeirado
1457,"Mauro e Leonardo juntos são, para mim, um combo de amor divino, traz paz, esperança, faz com que possamos continuar a caminhada, levando tbm, sempre o melhor aos que passam por nós. ""Onde houver trevas, que eu leve a luz."" ❤"
1458,"Que música necessária pra mim nesse momento. 🥺🙏🏻💖
Obrigada, meninos!"
1459,"Que música, meus amigos... 😍❤️🎶"
1460,"E tudo fica bem, se sei que estás aqui, se sei que estás em mim..🙌  🥰❤️"
1461,"Ainda sonho em ver Mauro Henrique, Leonardo Gonçalves e Gabriel Guedes cantando juntos.... 🥺✊🏾"
1462,"Nossa, isso não é  apenas uma canção é uma súplica de coração rendido ao Senhor 😇 Parabéns pelo lindo trabalho."
1463,Isso sim é um WORSHIP de qualidade. Toda Glória ao Senhor e a Cristo!
1464,"A música com certeza é muito linda, a letra muito especial. Mas o olhar de admiração do Mauro pelo Léo e o ""obrigado Amigo"" foi a cereja do bolo, muito verdadeiro esse trabalho emocionante. Parabéns Mauro, parabéns Léo vocês são vasos de Cristo."
1465,"O mais louco da música, é a conexão de todos os participantes. Vey inexplicável parabéns!!!👏👏👏👏👏"
1466,Duas referências vocais pra mim! 🔥
1467,Mauro e Leonardo simplesmente quebram tudo♥️😍 que hino
1468,Obrigado pelo 4K. <3
1469,"Incrível como eu não consigo NÃO gostar de nenhuma música que o Mauro canta.. perfeição demais, mano! ❤️"
1470,"Meu novo ansiolítico! Ao mesmo tempo que me emociono, sinto uma paz enorme. E que dupla! Deus abençoe sempre. 💜"
1471,Meu sonho é ver o Mauro cantando com a Ana Rock do Palankin!
1472,"Essa música é uma oração profunda ao pai,cada palavra é uma reflexão perfeita"
1473,"“Sem ti sou só um vazio, seja tudo em mim”"
1474,Mauro que música linda é  uma oração  pra todos nós e que duetto bom vc e o Leo para essa musica . Parabéns.
1475,"Leonardo Gonçalves e Mauro Henrique dois artistas monstruosos, talento puro!!! 
Vencemos 2020 e daqui pra frente tudo ficará bem."
1476,"Lindo demais! Linda letra, falou comigo!
Amo ouvi-los individualmente, juntos foi uma benção só! Deus abençoe vocês meus irmãos!"
1477,"Que música maravilhosa e que parceria é essa de Mauro/Leo. Em dias tão difíceis, tudo fica bem, se olho para ti e te percebo em mim, ah Senhor, tudo fica bem, se sei que estás aqui, se sei que estás em mim...."
1478,"Ontem eu tava na praia e tinha uma mulher tão angustiada q tive q ir falar com ela. Chorando, ela me disse que estava com um problema familiar q não tinha como resolver e eu disse a ela q conhecia ALGUÉM q pode resolver tudo. Conversa vai e conversa vem o Espírito Santo me trouxe essa música na memória e eu peguei um celular de um amg e coloquei essa música, ela chorou mais ainda e depois foi se acalmando. Esse foi um momento q eu nunca vou esquecer pq essa foi a primeira vez q evangelizei sozinha, sem planejar e essa música marcou esse momento e a minha vida. E provavelmente não só a minha. "
1479,"🎶 Tudo fica bem, se sei que estás aqui, se sei que estás em mim!!! Aleluia!!😭😭❤️❤️❤️❤️🎶🎶🎶🎶"
1480,"Cara, me faltam palavras para descrever essa musica como um todo, não só pelas execuções vocais e instrumentais, mas também pela letra, que casa certinho com o momento ao qual eu passo, de ter perdido a minha mãe recentemente, e certamente sei que: Tudo fica bem!"
1481,O RUIM DESSA CANÇÃO É QUE ELA ACABA!
1482,"Dois instrumentos magníficos de Deus, perfeição vocal, exímios cantores"
1483,Alguém aqui canta sacudindo o microfone depois de tanto assistir o Leandro Gonçalves cantar?
1484,A voz do Mauro é surreal!
1485,Que canção meus irmãos!!!! 🙏🙏🙏🙏🙏
1486,Momento épico de dois cantores com vozes angelicais
1487,"Música linda, cheia de inspiração, e de refrigério para nossa alma. Lindo ver o Leonardo Gonçalves não desistindo, lindo o exemplo de superação, deixo aqui o meu imenso desejo e oração pela cura total da sua voz meu irmão. Apesar que tu continua cantando muito e ainda com mais vigor de alma."
1488,"UE não entendi já tô escutando essa semana toda e ainda vai lança aqui 
Já é minha favorita junto com o tiro, herege ,planos a galera daqui de casa já sabe de co, eu sou dessa como me identifico esculto sem parar , e que Deus continue te abençoando e te usado para abençoar e nos aproximar mas de Deus. "
1489,"Meu Deus não tem condições uma música de tanta qualidade assim, Letra, Vozes, Produção! Perfeição...."
1490,Queria muito ver Mauro e Pg cantando juntos!❤
1491,"Eu não canso de ouvir esses mitos, os caras são muito talentosos e cheios do espírito santo.✝️💜"
1492,"Incrível como essa Música fala no coração, Que possamos anseiar a cada vez mais Por Cristo, Parabéns Leonardo é Mauro, a Voz de vocês são  Incríveis, Que Deus possa continuar usando Vocês como canal de Bênçãos em muitas vidas  😁"
1493,"As músicas do Mauro são todas uma obra de arte. Ele tem um baita bom gosto. Uma sensibilidade música ímpar. E somado com outro monstro que além de uma baita voz, também tem um gosto muito apurado. Aí é obra prima de Deus através de dois instrumentos."
1494,"Minha oração cantada preferida pra esses dias atuais...🙏🏻❤ ""tudo fica bem, se olho para Ti, se Te percebo em mim"""
1495,A gente tem que concordar... Léo é a voz mais bonita masculina que existe. 💙👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽😍😍😍
1496,Amo os dois❤️❤️❤️❤️❤️. Monstros da nossa música!
1497,"Os dois juntos que bênção mano, eita glória à Deus 🙌🙌🙌"
1498,"Somos priveligiados por Deus nos permitir ouvir essa linda música, interpretada por  vozes que alcançam a alma. 
Que Deus abençoe vcs, Mauro e Leonardo.
E que possam nos trazer mais duetos como esse."
1499,Linda canção! Não tem como segurar as lágrimas com essa letra maravilhosa. Glória a Deus por ter colocado em seu coração essa bela oração e forma de música. Parabéns!!!
1500,"Nossa, que oração em plena pandemia...😭
Te amo ( Deus)"
1501,"Playlist
João
Aonde está Deus
Tudo fica bem"
1502,"Fiz dessa música minha oração. 
Pois quero voltar a ter , intimidade com Pai .
E no momento essa tem sido a minha voz"
1503,"Cara, vcs dão orgulho a música brasileira e cristã, 👏👏👏"
1504,Sem palavras .... Só lágrimas.... Dois exemplos de humildade e santidade....q Deus ctnue nos abençoando ouvindo essas vozes maravilhosas....🥰👏🏽👏🏽👏🏽🙏🏽
1505,"Mauro domina minha lista de músicas preferidas... Até as que não são dele, mas ele grava uma versão eu amo 😍.
Nossa... A união das vozes deles é o que o Leo chama do encontro com o inefável.
Que ministração! "
1506,Eu sabia que ao juntar estas duas vozes magnificas da música brasileira em uma canção onde falam do amor divino seria espetacular. Parabéns ao envolvidos.
1507,"Gosto muito de músicas nessa vibe. Pois abre espaço momentos de reflexão e, mais aproximação do Pai Eterno! 🙏🏽🇧🇷🇺🇸🇮🇱"
1508,"Música muito importante para os tempos que estamos vivendo.
Quem crê em D-s sabe que essa crise vai passar, que a tempestade vem anterior à calmaria e que no fim TUDO FICA BEM!"
1509,"Que hino lindo,Toda honra toda glória para o Senhor Jesus.Tudo fica bem  quando olhamos para ti....
Deus os abençoe!"
1510,Vai explodir o YouTube ❤😂😂
1511,"Aqui orando, chorando e me derramando nessa canção 🙏😭❤🙌"
1512,Musicalidade do Mauro é de outro planeta
1513,"Ainda tem gente que dá deslike, louvor top 2 monstros da música gospel,parabéns!"
1514,Os dois melhores cantores do planeta na minha opinião ...
1515,"Doissss MONNNSSTROOOSSSSS.
VCS SÃO CANTORES EXTRAORDINÁRIOS . DEUS continue abençoando vcs abundantemente em nome de Jesus 🙌🙌🙏🙏🙏"
1516,Que sintonia dos céus pela graça de nosso Senhor Jesus Cristo através de vocês 😇🙏😍
1517,Coisa mais linda essa canção! Inspirada por Deus!❤️🙌🏼
1518,"Uma linda canção, uma calmaria, um toque do Espírito Santo. E duas grandes vozes, duas grandes referências dentro da música como um todo ! Lindo de se ver ❤️🙌🏽🙌🏽"
1519,"Esta música é uma oração em forma de louvor!
Parabéns Mauro e Leonardo! 
Não canso de ouvir! 😭😭"
1520,"Obrigado Mauro Henrique e Leonardo Gonçalves, uma obra que não canso de ouvir, desde domingo escutando, lagrimando e me alegrando por essa canção. Composição linda de mais, talento e muita unção.  Orbigado mais uma vez!!!"
1521,"Faz crescer Tua luz em mim, Deus.
Dissipa a escuridão!
❤️"
1522,"sinceramente não sei como pode sair tanta coisa boa de um cara só....uma letra melhor que a outra, uma melodia mais perfeita que a outra e assim vai....mehhhhhhhhhhhhhhh. Glórias ao Eterno pela Vida do Mauro!!!"
1523,"Mauro: Obrigado meu amigo
Leonardo: Eu que agradeço
Eu de casa: vão se lascar kkkk"
1524,"O que dizer sobre @Mauro Henrique e @Leonardo Gonçalves, só a agradecer a Deus por me dá esse privilégio, de poder ouvi-los cantar, louvar, posso sentir Deus através de suas vidas e vozes, Deus os  abençoe cada dia mas poderosamente."
1525,A voz do Leonardo está linda apesar do que aconteceu!!! Top a música
1526,"Meus dois cantores favoritos. SONHO REALIZADO,mais perfeito impossível Glória a Deus. 😍😍🤩🤩"
1527,Leo ' o senhor vai mudar a tua história. Quando vc menos esperar essa fase da suas cordas vocais vai passar . Deus está trabalhando sobre isso.  Deus sabe que é com o coração que vc canta e emociona muita gente com seu jeito meigo e muito promocional.  Deus te abençoe e Mauro show de bola.  A música é muito linda . E vc canta muito bem tbm.  Deus abençoe os dois . Essa música fala muito forte as nossas almas . Deus abençoe vcs dois ....
1528,"sem palavras pra o quanto essa música foi real pra mim. Meu Deus! Minha alma está em paz. Obrigada, não poderia estar em outras vozes se não nas de vocês dois. 😭❤️"
1529,Uma das duas melhores vozes do Brasil numa poesia maravilhosa em forma de louvor! Deus os abençoe!
