,comment
2384,"Filhinhos, não amemos só de palavra ou de aparência, mas em verdade, mostrando-o pelas nossas ações. 
1João 3:18🥰❤️🔥 , que unção,que Deus continue abençoando você 🙌🏾"
2385,"O defeito dessa música é que é mto rápida aí acaba logo, diminui esses bpm aí Mauro, pra a gente curtir mais um pouquinho rsrs"
2386,"Um cara com esse talento todo e enorme, com humildade pra dizer ""também sou teu pequenino"" pra fechar essa música linda demais. Parabéns, super Mauro."
2387,"Que isso jovem ?!
Além de ser um super clipe, essa canção é riquíssima. Letra, arranjo, voz. Perfeita. Deus abençoe você Mauro."
2388,"MAURO HENRIQUE E FERNANDINHO!!
Quem apoia esse duo? 🔥"
2389,"Mauro Henrique, eu chorei depois de ouvir essa canção várias vezes, depois de entender tudo que Deus queria falar através desse louvor, eu agradeço a Deus pela sua vida e por ser um canal de bênçãos na vida de muitos, entendi tudo antes de ver a reflexão da canção e depois só conformei assistindo a reflexão, continue assim deixando Deus usar você, você certamente é um pequenino de Deus."
2390,"A vida inteira me escondendo pra não te encontrar
Te transformei num jeito de pensar
Em uma lei que eu tinha que guardar
Imitei canções e versos pra impressionar"
2391,Falou demais ao meu coração. O que a alma que realmente quer encontrar Cristo grita...
2392,Essa música nos inspira a viver o evangelho verdadeiro ❤
2393,ESSA É A VOZ MAIS LINDA DO MUNDOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GLÓRIA A DEUS POR ESSA VOZ E PELA MENSAGEM.
2394,"A primeira vez ouvi meio por cima, quase nem prestei atenção na letra, então escutei de novo e não consigo mais parar. Que letra maravilhosa, isso é evangelho!"
2395,"""Pois eu também sou seu pequenino"" Aleluia!"
2396,"Para mim um dos melhores artistas! Além de uma versatilidade vocal incrível, é  multi-instrumentista  talentoso e criativo. Suas canções são poéticas, e cheias de ideias relevantes, que são bem interpretadas pelo cantor. A junção de todos os seus recursos musicais, nos levam a uma profunda reflexão..."
2397,Letra maravilhosa😭🤩❤
2398,Deus seja louvado! Deus te abençoe Mauro!
2399,Cara chorei Mauro Que Benção de canção q voz magnífica Que Deus continue abençoando Toda a sua vida
2400,"meu deus  eu nao paro de refleti sobre o pequenino 
obrigado Mauro Henrique"
2401,Mauro começou 2020 com tudo... Parabéns ....❤️🎶
2402,"""Ainda que eu falasse as línguas dos homens e dos anjos, se não tiver caridade, sou como o bronze que soa, ou como o címbalo que retine.
Mesmo que eu tivesse o dom da profecia, e conhecesse todos os mistérios e toda a ciência; mesmo que tivesse toda a fé, a ponto de transportar montanhas, se não tiver caridade, não sou nada."
2403,"Do nada achei essa canção, e não consigo parar de ouvir, muito inspiradora."
2404,"Mauro meu filho de 1 ano pode ouvir todas as playlist que existir, mais só dorme depois que ouve sua voz cara. Kkkk
Cara Deus te abençoe cada vez mais."
2405,ouvir sua musica me deixa com o meu coraçao transbordando de felicidade. otmas palavras parabens pelo dom. =)
2406,"Mano querido do Coração !!!!

Pois eu também sou Teu pequenino  !  [Ouvir e Assistir em Loop sem parar] "
2407,Viciada nessa canção!!!!!
2408,Melhor música que o Mauro ja fezz
2409,"Mauro, você não tem ideia do soco que essa música me deu... Fiquei em choque! Muito forte essa letra. Que o Senhor Deus te abençoe a cada dia mais!"
2410,"rapaz... letra, arranjo e voz! que música incrível, que letra incrível! Deus te abençoe, meu irmão"
2411,"EU 
NÃO 
CONSIGO 
PARAR "
2412,Esse refrão da canção é MT lindo parabéns pelo dom
2413,Repito: Estou descobrindo as melhores músicas nesta pandemia.
2414,"É, não  tem nenhuma recomendação vinda através de supercombo/scatolove que seja ruim, melhor ainda qnd edifica S2"
2415,"Amo essa canção ❤️
Muito linda 👏🏼👏🏼👏🏼👏🏼"
2416,Que mensagem forte!!! Glória a Deus!
2417,"Que música é essa parabéns, ouvindo toda hora, top demais. Deus abençoe"
2418,Quando alimentei enfim vi Cristo! ❤️
2419,"""Quando abracei, quando visitei, quando alimentei, enfim vi Cristo"" ...  Meu novo vício! Música linda, letra linda. Que essa canção alcance muitas vidas."
2420,"Que música maravilhosa, cara!
 ""Quando alimentei enfim vi Cristo"""
2421,"E eu achando que não ia levar outro tapa na cara igual ao de quando ouvi sua versão de aonde está Deus, tomei kkkkkk"
2422,"Deus te abençoe por esse imenso talento de compor uma música tão tocante,,, estou emocionado 👏🏻👏🏻👏🏻"
2423,"Musica divina, trabalho incrível Mauro! 
Obrigado por essa canção!"
2424,"Já deu certo Mauro, que linda música"
2425,Que mais músicas e cantores assim!
2426,ATRAVES DE VOCE MAURO MUITAS PESSOAS VAO SE CONVERTER E SE ENTREGAR A JESUS
2427,"Aeee Mauro, quando estava desviada voltei a ouvir oficina e o show DDG me fez voltar a atenção novamente a Cristo! Mas de todas, João me faz chorar toda vez que ouço! Muito obrigado, Deus abençoe sua caminhada irmão 🙏🏻"
2428,"Mauro, você é incrível cara. Deus te abençoe sempre!"
2429,"Parabéns, Mauro! Que canção linda!! Não somente o amor que sinto nas suas canções, mas a unção que transmite faz a diferença nos dias de hoje. Deus abençoe!"
2430,"Conheci hoje, e cara... fantástico! Grava ai: VOCÊ IRÁ LONGEEEEEEE!"
2431,"Surpreendida em cada detalhe. Bom mesmo. Bom demais da conta, como diria aqui no meu Goiás!
A letra é uma pregação maravilhosa!!!"
2432,Acho que Deus te usou pra falar comigo através dessa canção!!!
2433,"Tudo lindo, voz linda, música linda, mas esse visual teen já deu..."
2434,"Pensa numa música que falou comigo. Cara música muito linda, está de parabéns continue sempre assim  deixe  Deus te usar."
2435,Amei Mauro... Deus venha te inpirar muito.. Blessed!
2436,"Cara, a essência! E é tão simples, ficamos procurando como complicar...Parabéns pela sensibilidade"
2437,"Mano, que coisa massa! Música linda! Deus lhes abençoe!"
2438,"Deus te abençoe sempre , e esse DOM seja usado sempre para obra divina !"
2439,"Mano que música linda, que voz linda, que mv lindo eu to emocionada"
2440,"Que produção!!! Áudio visual ,figurino ,etc 

Mauro sempre evoluindo"
2441,"Resposta de saber ""Aonde Está Deus""... Magnífico"
2442,"Dinastia Pitmonster na área!
Parabéns Mauro 👏🏽👏🏽👏🏽"
2443,Cara só pode ser ateu quem da dislike....tem misericórdia Deus Deste povo.....não consigo para de cantar esse louvor.....que escencia esse louvor....lindo
2444,"""Quem segue o Messias, automaticamente segue a lei! Hilel estava certo! Essa é a justiça de Deus!"
2445,"Sou fã do talento que Deus deu à você, Mauro!"
2446,"Como sempre, uma musica de qualidade!!!!!"
2447,Meu Deus que musica é essa coisa maravilhosa demais revigora o coração
2448,Maravilha maravilhoso 👍👍👍👍👍👍👍👍👍👍👍👍
2449,Absurdamente emocionado.
2450,"Caramba q letra❤misturado com o Mauro,mt bao"
2451,"Caraca muleque!!! Que som loco!! Saudade de todos vocês, mano!! Abração em todos!
Julão"
2452,Uma das canções mais lindas que já ouvi nos últimos tempos. Vício instantâneo
2453,Que música linda... me dá nostalgia e percebo Deus dentro de mim msm.
2454,"Que mensagem maravilhosa dessa canção, instrumental toppppp, Glória Deus pela sua vida"
2455,Trazendo sempre arranjos maravilhosos e inovadores👏👏10.
2456,"Cara, bênção man que Deus continue a te inspirar 🙏"
2457,Um dos melhores músicos q ja vi/ouvi!
2458,MELHOR LOUVOR CARA!!! 😭
2459,Essa música mostra onde Deus quer ser encontrado: No próximo! ❤
2460,"Linda canção, estamos precisando de letras assim, isso que é evangelho!!!♥️🔥"
2461,"Você sempre traz uma mensagem para reflexão. Obrigada, irmão!"
2462,"Que mensagem meu amigo! Como sempre digo, talento em prol do reino!!!"
2463,"Cara, eu precisava disso😭
Que Deus te abençoe muito e Sempre🙏"
2464,"Cara, fiquei sem reação com a letra, tu é demais Vey , Deus abençoe♥️🤘"
2465,"YouTube,  por favor,  criem um botão de apertar like e sair mil likes . Um não basta pra esse conjunto ( letra , melodia, harmonia e voz) 
Parabéns Mauro!"
2466,"linda música mano!!!
Deus abençoe sempre!!!!
que sejamos Pequeninos!!!"
2467,Ai que linda canção. Emocionante e cheia de verdade. 😭😍
2468,Ah Mauro 🥺 não esperava menos de você! Tô repeat pra sempre
2469,"Que linda❤️😍
Aguardo a versão acústica rsrs"
2470,"Tá difícil viver, peço forças a Deus, seu som é como morfina pra mim. Alivia a dor."
2471,Amo vcs e suas músicas são realmente comoventes ❤❤❤
2472,"Que mensagem, que voz. Deus abençoe ricamente mano!"
2473,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
2474,Isso é evangelho Igreja. ❤
2475,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
2476,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
2477,Simplesmente INCRÍVEL irmão!!!
2478,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
2479,"Que musica top, Mauro é uma grande inspiração... rsrs"
2480,"Maurão, essa é sem dúvida a melhor canção que vc já lançou até hoje, em todos os sentidos!!! Letra, harmonia, arranjos, melodia e uma mensagem incrível! Que Deus continue usando sua vida para impactar nossa geração. 🙏❤🎙🎶🎸😉"
2481,"Um novo estilo diferenciado, qualidade e verdade, é uma inspiração para mim."
2482,"Meu Deus eu tô arrepiada,que música linda,que voz maravilhosa.😱❤️😍"
2483,"A letra e a voz do Mauro traz muita paz, em meio a tantos problemas que vivemos! Obrigado Mauro, vejo Cristo em você! 🙌🏽"
2484,"Oh Glóriaaaaaa, que graça maravilhosa que nos alcança. Glória a Deus!"
2485,ai sim hein mano! top! mas quando o oficina volta?
2486,Que isso mano que letra que voz que instrumental perfeito continue assim  Que Clip
2487,Nunca erra ❤️
2488,Maravilhosa essa música. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
2489,Caraca.. Música boa pra tocar logo depois da Aonde está Deus..
2490,"Mauro, glorifico a Deus por sua vida, e por essa canção vinda da inspiração do Espírito Santo, e com objetivo de anunciar o Cristo. Te amo meu irmão, seja sempre uma ferramenta de anunciação do evangelho do reino de Cristo."
2491,"Mano, ficou incrível!!!! Linda demais!"
2492,"Música ótima, o clipe é perfeito e é legal reconhecer algumas ruas de São Paulo. Que Deus te abençoe Mauro."
2493,Que música incrivel! Glória a Deus!! Precisamos dessa mensagem
2494,"Só palavra!!
Mauro é monstro!"
2495,Música incrível! Mauro você nunca decepciona. Deus abençoe meu irmão 🖐🖑😊
2496,Peste .. Que voz mano .. Que voz ! ..  Maurø é monstro demais .. 😍❤️
2497,7 vezes repetida e contando... Deus te abençoe vaso.
2498,Se inspirou em Mateus 25: 31 em diante?
2499,"Mauro, não morra precocemente pelo amor de Deus... 
🙏❤"
2500,"Que canção linda, incrível !"
2501,"Mensagem linda, não tem como não sentir Deus ouvindo essa música..."
2502,pra variar maravilhoso como sempre! Incrível o talento desse cara! Fullrange foi só o começo!!!
2503,A paz irmão que música top! Por isso o sucesso!
2504,Essa música foi um presente de Deus em momento tão difícil .
2505,"Que letrão, cara essa letra me representa"
2506,Gente o Mauro é muito abençoado mesmo. Cara que Deus possa a cada dia conceder o desejo do teu coração. E claro que nestes desejos esteja a boa música sempre kkkkk. Parabéns mano!!!
2507,❤️❤️❤️❤️ Essa música é tão linda!
2508,"""Livros em branco Jesus na capa e nada pra contar meu Deus..."" Parabéns Mauro e Estevão Queiroga trabalho lindo!!!!!!!!!!!!!"
2509,"teve uma parte em curitiba kkkkk somzera de qualidade parabens !!! Deus continue a te iluminar, abraço"
2510,Perfeito louvor ao nosso Grandioso Deus 🙌❤
2511,"Quando exercemos o amor ao próximo, nos aproximamos mais de Deus, esse é o AMOR que nos une em uma só Igreja."
2512,"A voz que grita da alma !! Esse é o Mauro , mais uma linda canção!"
2513,"Maurooooooooooooooo, vc é demais! Que Deus continue te usando!"
2514,"Show de bola, linda música Mauro, parabéns Deus abençoe Grandemente a sua vida"
2515,"Meu novo vício... meus ouvidos agradecem, meu coração chora, minh'alma ora"
2516,"Fantástico Mauro, Senti a Letra ❣️
Que Deus continue te usando grandemente 🙏🏻🔥"
2517,Pq não tem no Instagram? 🥺🥺
2518,"Maravilha, Deus seja Louvado através dessa Musica maravilhosa! Amei! Compartilhando com Geral!"
2519,"Esse Mauro apela de mais!
Top!!!! Glória Deus pela sua vida!"
2520,"Música fenomenal Mauro. Grande abraço, Deus abençoe !!!"
2521,"Pqp mano que músicaaaaaaa ♥️🎶
Esse Mauro não existe! Kkk"
2522,Eu simplesmente amei ! ❤❤ apaixonada estou ❤
2523,Eu consigo imaginar um solo lindo do Juninho no lugar do oooooo....
2524,Deus continue te inspirando meu irmão ✝️
2525,"Irmao, voce e o Estevao, sempre pontual!! Excelente em tudo  o que faz!!
Conta sempre comigo!!"
2526,"Mano que musica velho , Mauro tu e top cara.
Coisa linda de se ouvir <3"
2527,O Mauro Henrique e o seu dom incrível de tocar minha alma com seus agudos!
2528,Continuo me inspirando com as músicas dele velho💙
2529,"Mano, que Deus continue te abençoando sempre! É isso aí, Cristo em primeiro lugar sempre."
2530,Que mensagem e música linda! Obrigado Pai pela vida do irmão Mauro!
2531,Amei esse música cara🎶❤️ nos olhares dos teus pequeninos
2532,"Linda canção Mauro , letra linda e cheia do evangelho!"
2533,"Que mensagem linda, senhoras e senhores! <3"
2534,"Canção que nos ensina a viver o verdadeiro evangelho, o genuíno, aleluia ✋🏼🙏🏼"
2535,"Que canção linda ❣️
Mauro como sempre surpreendendo com inspiração do altíssimo  👏"
2536,Q deus abençoe teu trabalho q cada vez creça mais e mais fk na paiz🖒❤
2537,Melodia linda. Letra verdadeira. Combinação perfeita. Divina inspiração. :)
2538,"Que música, Mauro. A emoção bate forte. ❤️👏👏"
2539,"93 pessoas não abraçou, não visitou, não alimentou e nunca viram Jesus !"
2540,"Sensacional a letra, parabéns !!!"
2541,"Por mais louvores genuínos assim, com conteúdo, palavra viva. 🙏🙏"
2542,"Que interpretação maravilhosa de Tiago 1:27 (entre outros). Parabéns, Mauro."
2543,"Evangelho em forma de canção!! Ficou sensacional, Mauro. Deus abençoe!!"
2544,Essa canção fala tanta coisa real véi 🙌😭
2545,"Incrível irmão, deixe Deus continuar te usando grandemente ♥️"
2546,"Que letra! Sensacional irmão, Deus continue te fazendo luz!"
2547,Perfeito brother ! Deus continue te abençoando e a seu amigo com letras de verdadeiro louvor !
2548,"Mauro, Parabéns pelo excelente trabalho produzido! Tanto a letra da música quanto o clip produzido estão perfeitos!"
2549,Glória a Deus!!! um dos melhores vocalistas desta geração!!!!
2550,"Essa música é a definição do verdadeiro evangelho. Valeu Mauro, obrigado meu Deus."
2551,"Sem palavras pra essa música, assim como para Mauro!"
2552,"Mano, que música incrível!!!! Com certeza a banda que canto colocará em seu repertório!! Deus seja louvado!"
2553,Lindo o evangelho cantado com excelência! Sensacional Mauro!
2554,Que música inspiradora! ❤️🔥
2555,"que letra em mauro, parabens muito lindo."
2556,Amei... incrível! Quando eu Te encontrei...❤
2557,ansiosa aqui para ve esse clipe abençoado 🙏❤️🎶
2558,mestre!!!  que letra! meu Deus!!!
2559,Admiro demais esse cara!!Deus te abençoe!!suas músicas me curam❤
2560,Sensacional. Mensagem e melodia. É uma oração. Abençoado continue com esse maravilhoso trabalho de evangelização. Que Deus abençoe muito.
2561,"Caraca... A melodia e os arranjos são TOPS DEMAIS... MAS A LETRA, se é doido, que LETRA É ESSA! ❤❤❤"
