,comment
2046,"Que música linda,mas pra entender melhor,precisa ver a reflexão antes,espetáculo do melhor cantor do Brasil"
2047,"Que letra, gloria a Deus ❤️🙏🏾"
2048,Cara tu continua arrasando amigo. Deus abençoe a musica é top d+
2049,"Amei a música, ritmo, letra, etc. PARABÉNS!"
2050,Melhor cantor nacional sou teu fã
2051,Mais grande obra! Glória a Deus pelo trabalho de vocês!
2052,Que lindo irmão... Deus abençoe demais... Me tocou muito
2053,"Uaaauuu, parabéns pela letra, pelo clipe, por tudo. Top demaiiisss!!!🙌👏👏"
2054,Obrigado por essa canção! Que Deus te abençoe sempre!!!!
2055,Que mensagem... Deus abençoe Mauro! 🙌🏾
2056,Se tem Maick multi instrumentista. Tem Like!
2057,Linda a música 👏👏👏👏🎧
2058,Letra muito linda 🥰🥰🥰😭😭💙💙👍👍
2059,Meu Deus !! Que coisa linda de música . Que Deus te capacite mais e mais Mauro !!! Valeu !!!!
2060,"Evangelho traduzido em canção!!
Uma pena que essa geração é incapaz de entender o que a letra expressa...
Já que tem seus ouvidos e almas viciados em mensagens de  auto ajuda, de um Deus que só existe pra abençoar, presos em um templo tentando agradar a Ele com músicas, pulos e palmas, com   seus corações  cheios de  ódio e aversão pelos seus próprios irmãos!"
2061,"Vc entendeu, mais um ♥️
Aprender pra ensinar...❎
Aprender para viver...☑️ Ensinar vivendo."
2062,"Eu ja iria falar que de longe o tecladista parece o Maick mas, é ele mesmo kkk"
2063,Top Mauro! Sensacional mensagem....
2064,"esse cara e muito bom  !! que som e esse mano .
DEUS  abençoe ."
2065,"O evangelho cantado !!!

Veja Cristo ❤️
Viva Cristo ❤️"
2066,"Descobri por acaso essa canção, pura poesia, muito forte."
2067,Glória a Deus
2068,"Mauro parabéns cara, admiro demais o teu trabalho, letra fantástica."
2069,"Jesus te abençoe,!!❤"
2070,Que Deus te abençoe Mauro  Deus tem uma grande obra pra fazer na sua vida
2071,100 Comentário 👏👏👏
2072,"Lindo! E o maick multi instrumentista, parabéns!"
2073,E uma música espetacular tô treinando ela
2074,Gosto dmais de ouvir  suas músicas 👏👏
2075,"Pequeninos

A vida inteira me escondendo
Pra não te encontrar"
2076,"Que letra inspiradora , Deus é tremendo!!!!"
2077,"que bela letra mano, imersão total... parabéns..."
2078,Maravilhosa.  Ao melhor nível Mauro Henrique
2079,Temos carência de músicas cristãs como essa. Num mundo onde ao tem gospel ...
2080,"Música Bíblica, que aquece nosso coração para cumprir o maior mandamento que nosso cristo nos deixou. Obrigado por essa canção Mauro, Deus abençoe cada dia mais"
2081,"Com tanto gospel falando bobagem, quando  ouço uma música pregando realmente o evangelho fico tão feliz... Mauro é talentoso pra caramba!"
2082,"Em meio à tantas músicas ""cristãs"" emocionais e repetitivas, essa canção é um oásis no deserto. Nos remete ao compromisso simples, objetivo e sério que o evangelho propõe."
2083,"Mauro, infelizmente temos poucos músicos cristãos brasileiros responsáveis pelo que pregam. É nessas horas que entendo porquê sempre gostei do Oficina G3 e nunca me enjôo, e é muito bom ver que vc é mais um responsável com o que prega para o seu público. É inexplicável a lucidez e sentimento que esta música traz... Deus seja contigo sempre, brother!"
2084,"Filhinhos, não amemos só de palavra ou de aparência, mas em verdade, mostrando-o pelas nossas ações. 
1João 3:18🥰❤️🔥 , que unção,que Deus continue abençoando você 🙌🏾"
2085,"O defeito dessa música é que é mto rápida aí acaba logo, diminui esses bpm aí Mauro, pra a gente curtir mais um pouquinho rsrs"
2086,"Um cara com esse talento todo e enorme, com humildade pra dizer ""também sou teu pequenino"" pra fechar essa música linda demais. Parabéns, super Mauro."
2087,"Que isso jovem ?!
Além de ser um super clipe, essa canção é riquíssima. Letra, arranjo, voz. Perfeita. Deus abençoe você Mauro."
2088,"MAURO HENRIQUE E FERNANDINHO!!
Quem apoia esse duo? 🔥"
2089,"Mauro Henrique, eu chorei depois de ouvir essa canção várias vezes, depois de entender tudo que Deus queria falar através desse louvor, eu agradeço a Deus pela sua vida e por ser um canal de bênçãos na vida de muitos, entendi tudo antes de ver a reflexão da canção e depois só conformei assistindo a reflexão, continue assim deixando Deus usar você, você certamente é um pequenino de Deus."
2090,"A vida inteira me escondendo pra não te encontrar
Te transformei num jeito de pensar
Em uma lei que eu tinha que guardar
Imitei canções e versos pra impressionar"
2091,Falou demais ao meu coração. O que a alma que realmente quer encontrar Cristo grita...
2092,Essa música nos inspira a viver o evangelho verdadeiro ❤
2093,ESSA É A VOZ MAIS LINDA DO MUNDOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GLÓRIA A DEUS POR ESSA VOZ E PELA MENSAGEM.
2094,"A primeira vez ouvi meio por cima, quase nem prestei atenção na letra, então escutei de novo e não consigo mais parar. Que letra maravilhosa, isso é evangelho!"
2095,"""Pois eu também sou seu pequenino"" Aleluia!"
2096,"Para mim um dos melhores artistas! Além de uma versatilidade vocal incrível, é  multi-instrumentista  talentoso e criativo. Suas canções são poéticas, e cheias de ideias relevantes, que são bem interpretadas pelo cantor. A junção de todos os seus recursos musicais, nos levam a uma profunda reflexão..."
2097,Letra maravilhosa😭🤩❤
2098,Deus seja louvado! Deus te abençoe Mauro!
2099,Cara chorei Mauro Que Benção de canção q voz magnífica Que Deus continue abençoando Toda a sua vida
2100,"meu deus  eu nao paro de refleti sobre o pequenino 
obrigado Mauro Henrique"
2101,Mauro começou 2020 com tudo... Parabéns ....❤️🎶
2102,"""Ainda que eu falasse as línguas dos homens e dos anjos, se não tiver caridade, sou como o bronze que soa, ou como o címbalo que retine.
Mesmo que eu tivesse o dom da profecia, e conhecesse todos os mistérios e toda a ciência; mesmo que tivesse toda a fé, a ponto de transportar montanhas, se não tiver caridade, não sou nada."
2103,"Do nada achei essa canção, e não consigo parar de ouvir, muito inspiradora."
2104,"Mauro meu filho de 1 ano pode ouvir todas as playlist que existir, mais só dorme depois que ouve sua voz cara. Kkkk
Cara Deus te abençoe cada vez mais."
2105,ouvir sua musica me deixa com o meu coraçao transbordando de felicidade. otmas palavras parabens pelo dom. =)
2106,"Mano querido do Coração !!!!

Pois eu também sou Teu pequenino  !  [Ouvir e Assistir em Loop sem parar] "
2107,Viciada nessa canção!!!!!
2108,Melhor música que o Mauro ja fezz
2109,"Mauro, você não tem ideia do soco que essa música me deu... Fiquei em choque! Muito forte essa letra. Que o Senhor Deus te abençoe a cada dia mais!"
2110,"rapaz... letra, arranjo e voz! que música incrível, que letra incrível! Deus te abençoe, meu irmão"
2111,"EU 
NÃO 
CONSIGO 
PARAR "
2112,Esse refrão da canção é MT lindo parabéns pelo dom
2113,Repito: Estou descobrindo as melhores músicas nesta pandemia.
2114,"É, não  tem nenhuma recomendação vinda através de supercombo/scatolove que seja ruim, melhor ainda qnd edifica S2"
2115,"Amo essa canção ❤️
Muito linda 👏🏼👏🏼👏🏼👏🏼"
2116,Que mensagem forte!!! Glória a Deus!
2117,"Que música é essa parabéns, ouvindo toda hora, top demais. Deus abençoe"
2118,Quando alimentei enfim vi Cristo! ❤️
2119,"""Quando abracei, quando visitei, quando alimentei, enfim vi Cristo"" ...  Meu novo vício! Música linda, letra linda. Que essa canção alcance muitas vidas."
2120,"Que música maravilhosa, cara!
 ""Quando alimentei enfim vi Cristo"""
2121,"E eu achando que não ia levar outro tapa na cara igual ao de quando ouvi sua versão de aonde está Deus, tomei kkkkkk"
2122,"Deus te abençoe por esse imenso talento de compor uma música tão tocante,,, estou emocionado 👏🏻👏🏻👏🏻"
2123,"Musica divina, trabalho incrível Mauro! 
Obrigado por essa canção!"
2124,"Já deu certo Mauro, que linda música"
2125,Que mais músicas e cantores assim!
2126,ATRAVES DE VOCE MAURO MUITAS PESSOAS VAO SE CONVERTER E SE ENTREGAR A JESUS
2127,"Aeee Mauro, quando estava desviada voltei a ouvir oficina e o show DDG me fez voltar a atenção novamente a Cristo! Mas de todas, João me faz chorar toda vez que ouço! Muito obrigado, Deus abençoe sua caminhada irmão 🙏🏻"
2128,"Mauro, você é incrível cara. Deus te abençoe sempre!"
2129,"Parabéns, Mauro! Que canção linda!! Não somente o amor que sinto nas suas canções, mas a unção que transmite faz a diferença nos dias de hoje. Deus abençoe!"
2130,"Conheci hoje, e cara... fantástico! Grava ai: VOCÊ IRÁ LONGEEEEEEE!"
2131,"Surpreendida em cada detalhe. Bom mesmo. Bom demais da conta, como diria aqui no meu Goiás!
A letra é uma pregação maravilhosa!!!"
2132,Acho que Deus te usou pra falar comigo através dessa canção!!!
2133,"Tudo lindo, voz linda, música linda, mas esse visual teen já deu..."
2134,"Pensa numa música que falou comigo. Cara música muito linda, está de parabéns continue sempre assim  deixe  Deus te usar."
2135,Amei Mauro... Deus venha te inpirar muito.. Blessed!
2136,"Cara, a essência! E é tão simples, ficamos procurando como complicar...Parabéns pela sensibilidade"
2137,"Mano, que coisa massa! Música linda! Deus lhes abençoe!"
2138,"Deus te abençoe sempre , e esse DOM seja usado sempre para obra divina !"
2139,"Mano que música linda, que voz linda, que mv lindo eu to emocionada"
2140,"Que produção!!! Áudio visual ,figurino ,etc 

Mauro sempre evoluindo"
2141,"Resposta de saber ""Aonde Está Deus""... Magnífico"
2142,"Dinastia Pitmonster na área!
Parabéns Mauro 👏🏽👏🏽👏🏽"
2143,Cara só pode ser ateu quem da dislike....tem misericórdia Deus Deste povo.....não consigo para de cantar esse louvor.....que escencia esse louvor....lindo
2144,"""Quem segue o Messias, automaticamente segue a lei! Hilel estava certo! Essa é a justiça de Deus!"
2145,"Sou fã do talento que Deus deu à você, Mauro!"
2146,"Como sempre, uma musica de qualidade!!!!!"
2147,Meu Deus que musica é essa coisa maravilhosa demais revigora o coração
2148,Maravilha maravilhoso 👍👍👍👍👍👍👍👍👍👍👍👍
2149,Absurdamente emocionado.
2150,"Caramba q letra❤misturado com o Mauro,mt bao"
2151,"Caraca muleque!!! Que som loco!! Saudade de todos vocês, mano!! Abração em todos!
Julão"
2152,Uma das canções mais lindas que já ouvi nos últimos tempos. Vício instantâneo
2153,Que música linda... me dá nostalgia e percebo Deus dentro de mim msm.
2154,"Que mensagem maravilhosa dessa canção, instrumental toppppp, Glória Deus pela sua vida"
2155,Trazendo sempre arranjos maravilhosos e inovadores👏👏10.
2156,"Cara, bênção man que Deus continue a te inspirar 🙏"
2157,Um dos melhores músicos q ja vi/ouvi!
2158,MELHOR LOUVOR CARA!!! 😭
2159,Essa música mostra onde Deus quer ser encontrado: No próximo! ❤
2160,"Linda canção, estamos precisando de letras assim, isso que é evangelho!!!♥️🔥"
2161,"Você sempre traz uma mensagem para reflexão. Obrigada, irmão!"
2162,"Que mensagem meu amigo! Como sempre digo, talento em prol do reino!!!"
2163,"Cara, eu precisava disso😭
Que Deus te abençoe muito e Sempre🙏"
2164,"Cara, fiquei sem reação com a letra, tu é demais Vey , Deus abençoe♥️🤘"
2165,"YouTube,  por favor,  criem um botão de apertar like e sair mil likes . Um não basta pra esse conjunto ( letra , melodia, harmonia e voz) 
Parabéns Mauro!"
2166,"linda música mano!!!
Deus abençoe sempre!!!!
que sejamos Pequeninos!!!"
2167,Ai que linda canção. Emocionante e cheia de verdade. 😭😍
2168,Ah Mauro 🥺 não esperava menos de você! Tô repeat pra sempre
2169,"Que linda❤️😍
Aguardo a versão acústica rsrs"
2170,"Tá difícil viver, peço forças a Deus, seu som é como morfina pra mim. Alivia a dor."
2171,Amo vcs e suas músicas são realmente comoventes ❤❤❤
2172,"Que mensagem, que voz. Deus abençoe ricamente mano!"
2173,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
2174,Isso é evangelho Igreja. ❤
2175,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
2176,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
2177,Simplesmente INCRÍVEL irmão!!!
2178,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
2179,"Que musica top, Mauro é uma grande inspiração... rsrs"
2180,"Maurão, essa é sem dúvida a melhor canção que vc já lançou até hoje, em todos os sentidos!!! Letra, harmonia, arranjos, melodia e uma mensagem incrível! Que Deus continue usando sua vida para impactar nossa geração. 🙏❤🎙🎶🎸😉"
2181,"Um novo estilo diferenciado, qualidade e verdade, é uma inspiração para mim."
2182,"Meu Deus eu tô arrepiada,que música linda,que voz maravilhosa.😱❤️😍"
2183,"A letra e a voz do Mauro traz muita paz, em meio a tantos problemas que vivemos! Obrigado Mauro, vejo Cristo em você! 🙌🏽"
2184,"Oh Glóriaaaaaa, que graça maravilhosa que nos alcança. Glória a Deus!"
2185,ai sim hein mano! top! mas quando o oficina volta?
2186,Que isso mano que letra que voz que instrumental perfeito continue assim  Que Clip
2187,Nunca erra ❤️
2188,Maravilhosa essa música. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
2189,Caraca.. Música boa pra tocar logo depois da Aonde está Deus..
2190,"Mauro, glorifico a Deus por sua vida, e por essa canção vinda da inspiração do Espírito Santo, e com objetivo de anunciar o Cristo. Te amo meu irmão, seja sempre uma ferramenta de anunciação do evangelho do reino de Cristo."
2191,"Mano, ficou incrível!!!! Linda demais!"
2192,"Música ótima, o clipe é perfeito e é legal reconhecer algumas ruas de São Paulo. Que Deus te abençoe Mauro."
2193,Que música incrivel! Glória a Deus!! Precisamos dessa mensagem
2194,"Só palavra!!
Mauro é monstro!"
2195,Música incrível! Mauro você nunca decepciona. Deus abençoe meu irmão 🖐🖑😊
2196,Peste .. Que voz mano .. Que voz ! ..  Maurø é monstro demais .. 😍❤️
2197,7 vezes repetida e contando... Deus te abençoe vaso.
2198,Se inspirou em Mateus 25: 31 em diante?
2199,"Mauro, não morra precocemente pelo amor de Deus... 
🙏❤"
2200,"Que canção linda, incrível !"
2201,"Mensagem linda, não tem como não sentir Deus ouvindo essa música..."
2202,pra variar maravilhoso como sempre! Incrível o talento desse cara! Fullrange foi só o começo!!!
2203,A paz irmão que música top! Por isso o sucesso!
2204,Essa música foi um presente de Deus em momento tão difícil .
2205,"Que letrão, cara essa letra me representa"
2206,Gente o Mauro é muito abençoado mesmo. Cara que Deus possa a cada dia conceder o desejo do teu coração. E claro que nestes desejos esteja a boa música sempre kkkkk. Parabéns mano!!!
2207,❤️❤️❤️❤️ Essa música é tão linda!
2208,"""Livros em branco Jesus na capa e nada pra contar meu Deus..."" Parabéns Mauro e Estevão Queiroga trabalho lindo!!!!!!!!!!!!!"
2209,"teve uma parte em curitiba kkkkk somzera de qualidade parabens !!! Deus continue a te iluminar, abraço"
2210,Perfeito louvor ao nosso Grandioso Deus 🙌❤
2211,"Quando exercemos o amor ao próximo, nos aproximamos mais de Deus, esse é o AMOR que nos une em uma só Igreja."
2212,"A voz que grita da alma !! Esse é o Mauro , mais uma linda canção!"
2213,"Maurooooooooooooooo, vc é demais! Que Deus continue te usando!"
2214,"Show de bola, linda música Mauro, parabéns Deus abençoe Grandemente a sua vida"
2215,"Meu novo vício... meus ouvidos agradecem, meu coração chora, minh'alma ora"
2216,"Fantástico Mauro, Senti a Letra ❣️
Que Deus continue te usando grandemente 🙏🏻🔥"
2217,Pq não tem no Instagram? 🥺🥺
2218,"Maravilha, Deus seja Louvado através dessa Musica maravilhosa! Amei! Compartilhando com Geral!"
2219,"Esse Mauro apela de mais!
Top!!!! Glória Deus pela sua vida!"
2220,"Música fenomenal Mauro. Grande abraço, Deus abençoe !!!"
2221,"Pqp mano que músicaaaaaaa ♥️🎶
Esse Mauro não existe! Kkk"
2222,Eu simplesmente amei ! ❤❤ apaixonada estou ❤
2223,Eu consigo imaginar um solo lindo do Juninho no lugar do oooooo....
2224,Deus continue te inspirando meu irmão ✝️
2225,"Irmao, voce e o Estevao, sempre pontual!! Excelente em tudo  o que faz!!
Conta sempre comigo!!"
2226,"Mano que musica velho , Mauro tu e top cara.
Coisa linda de se ouvir <3"
2227,O Mauro Henrique e o seu dom incrível de tocar minha alma com seus agudos!
2228,Continuo me inspirando com as músicas dele velho💙
2229,"Mano, que Deus continue te abençoando sempre! É isso aí, Cristo em primeiro lugar sempre."
2230,Que mensagem e música linda! Obrigado Pai pela vida do irmão Mauro!
2231,Amei esse música cara🎶❤️ nos olhares dos teus pequeninos
2232,"Linda canção Mauro , letra linda e cheia do evangelho!"
2233,"Que mensagem linda, senhoras e senhores! <3"
2234,"Canção que nos ensina a viver o verdadeiro evangelho, o genuíno, aleluia ✋🏼🙏🏼"
2235,"Que canção linda ❣️
Mauro como sempre surpreendendo com inspiração do altíssimo  👏"
2236,Q deus abençoe teu trabalho q cada vez creça mais e mais fk na paiz🖒❤
2237,Melodia linda. Letra verdadeira. Combinação perfeita. Divina inspiração. :)
2238,"Que música, Mauro. A emoção bate forte. ❤️👏👏"
2239,"93 pessoas não abraçou, não visitou, não alimentou e nunca viram Jesus !"
2240,"Sensacional a letra, parabéns !!!"
2241,"Por mais louvores genuínos assim, com conteúdo, palavra viva. 🙏🙏"
2242,"Que interpretação maravilhosa de Tiago 1:27 (entre outros). Parabéns, Mauro."
2243,"Evangelho em forma de canção!! Ficou sensacional, Mauro. Deus abençoe!!"
2244,Essa canção fala tanta coisa real véi 🙌😭
2245,"Incrível irmão, deixe Deus continuar te usando grandemente ♥️"
2246,"Que letra! Sensacional irmão, Deus continue te fazendo luz!"
2247,Perfeito brother ! Deus continue te abençoando e a seu amigo com letras de verdadeiro louvor !
2248,"Mauro, Parabéns pelo excelente trabalho produzido! Tanto a letra da música quanto o clip produzido estão perfeitos!"
2249,Glória a Deus!!! um dos melhores vocalistas desta geração!!!!
2250,"Essa música é a definição do verdadeiro evangelho. Valeu Mauro, obrigado meu Deus."
2251,"Sem palavras pra essa música, assim como para Mauro!"
2252,"Mano, que música incrível!!!! Com certeza a banda que canto colocará em seu repertório!! Deus seja louvado!"
2253,Lindo o evangelho cantado com excelência! Sensacional Mauro!
2254,Que música inspiradora! ❤️🔥
2255,"que letra em mauro, parabens muito lindo."
2256,Amei... incrível! Quando eu Te encontrei...❤
2257,ansiosa aqui para ve esse clipe abençoado 🙏❤️🎶
2258,mestre!!!  que letra! meu Deus!!!
2259,Admiro demais esse cara!!Deus te abençoe!!suas músicas me curam❤
2260,Sensacional. Mensagem e melodia. É uma oração. Abençoado continue com esse maravilhoso trabalho de evangelização. Que Deus abençoe muito.
2261,"Caraca... A melodia e os arranjos são TOPS DEMAIS... MAS A LETRA, se é doido, que LETRA É ESSA! ❤❤❤"
2262,Simplesmente lindo! 😭♥️
2263,"Sou extremamente fã desse cara! Como músico, como pessoa, como cristão! Você é monstro Mauro 🙏🔥"
2264,"Cara já dei like antes de ouvir,  já sabia que ia se bênção"
2265,Que canção maravilhosa ❤️
2266,"Admiro muito esse cara, mim lembra meu tio que se foi para o melhor, está com DEUS."
2267,"Que violão é esse pelo amor de Deus kkkk
Linda canção, sou teu faaaaaaaaaa"
2268,Voce manda bem demais! Que música é essa! Consegui ouvir o Espirito Santo falar...
2269,"Uma canção que fala do amor de Deus.
Aleluia!!!"
2270,"Sou Católico e admiro suas letras, seu som e sua interpretação de outras músicas. Gostei muito do trabalho que vc , o Guilherme e o Eli fizeram. Acompanhei muito sua interação  com o Rosa de Saron, principalmente no extinta Casa da Rosa e curti demais a live que vc fez atualmente com o Bruno. Em um mundo com tantas divergencias, pricipalmente religiosa é uma benção ver relacionamentos assim. Cada um na sua individualidade, mas unidos em um só propósito que é DEUS."
2271,"Me emocionei, muito bom."
2272,Somos seus pequeninos ❤🙏
2273,"Deus continue te usando para abençoar nossas vidas querido!
Glória a Deus pela tua vida!!!"
2274,Me apaixonei por essa música❤
2275,Que música incrível tô gostando muito❤
2276,Mtoooo bom !!!!!! Mauro saiu do G3 ? To desatualizado 😂😂😂
2277,"Cara do céu, esse B do 3:13, ta loco veio!!"
2278,Tudo perfeito pra Glória de Deus! !!!!!!
2279,Essa música fala da essência do evangelho.Maravilha.
2280,"Quando abracei
Quando visitei
Quando alimentei
Enfim, vi Cristo. "
2281,"Muitíssimo agradável de se ouvir, top demais Mauro!!"
2282,Também estou aqui ouvindo esse hino ❤️🎼🎼🎼
2283,Eita! Que música linda!!
2284,"Aí Mauro obrigada por essa canção 💕me trouxe tanta alegria 
Senti tanto Deus"
2285,"Mauro sua voz é maravilhosa. ❤
Eu sinto a presença de Deus quando ouço suas canções.
Que Deus continue te abençoando e liberando unção através da sua vida e da sua música.
Glória a Deus! 🙌"
2286,O melhor da América! 💖🎶🎵🎙️
2287,"inspiradora e abençoada , Deus abençoe !!! 😍❤️"
2288,Mauro henrique...simplesmente o melhor p a Glória de Deus..
2289,"Que música, meus amigos! Que música! <3"
2290,Aos 3:15 eu pensei...Agora é o solo do Juninho afram kkk
2291,Manoooooo o Maick no baixoooo kkkkk que incrível
2292,Esse hino fala CMG todos os dias ❤️
2293,"O q vc + gostaria de ver no canal ???
+ Rock pfv"
2294,Tão bom quanto Guilherme de sa 👏👏👏👏
2295,quem gostou deixa seu like aqui
2296,"Muito bom, para variar!Haha
🙌🏻🙌🏻🙌🏻🔥"
2297,Que linda canção. 🙌🏽❤️
2298,Que inspiração do céu!
2299,"Esse louvor é muito lindo! Ao ouvir pela primeira vez, já me senti atraído a ouvi-lo mais e mais."
2300,"Uma pregação em forma de música. Deus continue te usando, emocionante letra, nos leva ao primeiro amor, à cuidar do próximo e nos lembra o quão pequeninos somos"
2301,Como Deus é Maravilhoso!! Valeu Maurao!!
2302,mauro meda um coracao eu muito seu fa
2303,"Tudo muito lindo, a música o clipe... Tudo muito real e verdadeiro. Deus te abençoe meu querido!!!!♥️"
2304,Me tocou profundamente e me trouxe reflexão.
2305,"Q MÚSICA LINDA DEUS ABENÇOE A VIDA DE TODOS VCS...

#VOLTA_OFICINA😂♥️"
2306,"Canção maravilhosa, Deus seja glorificado!"
2307,Deus é amor ❤️
2308,"Muito forte!!!
Glória!!"
2309,Muito top essa música Deus abençoe sempre
2310,"Recomendo vcs lerem a descrição do vídeo!!!
Linda canção mauro!!!"
2311,Música incrível!!!!❤
2312,"Ouço ela, e viajo😍"
2313,"Música Profunda!
Toca a Alma.
Alimenta o Espírito.
Muito Obrigado Mauro!"
2314,"Musicão hein, sempre com mensagens edificantes"
2315,"juro que pensei que iria ministrar, aii que eu ia chorar mesmo, glórias ao Senhor"
2316,"Linda demais, Mauro tem o dom de fazer música ainda mais com esse parceiro, vocês arrasaram!!!! ❤❤❤"
2317,Que letra linda!! Obrigada por esta canção ♥️
2318,Que linda música!
2319,Que canção linda♥️
2320,"Mano... Mauro nunca deixa de nós impressionar, é um cara que só de olhar sabe q é cheio do espírito santo!!!!
Obrigado por ser uma inspiração."
2321,"Muito bom, sou fã, que voz que voz👏👏👏👏
Deus abençoe sempre."
2322,"Que letra fantástica. Meu Deus... Amém.

Glória a Deus por suas vidas, Mauro e Estevão."
2323,"Tudo que o Mauro Henrique faz é bom, 👏👏👏👏👏👏"
2324,Verdadeira msg do evangelho...muito show!!!!
2325,"Fico pensando, quem são essas pessoas que dão deslike. Kkkkk devem ser boots!"
2326,"Que música linda,mas pra entender melhor,precisa ver a reflexão antes,espetáculo do melhor cantor do Brasil"
2327,"Que letra, gloria a Deus ❤️🙏🏾"
2328,Cara tu continua arrasando amigo. Deus abençoe a musica é top d+
2329,"Amei a música, ritmo, letra, etc. PARABÉNS!"
2330,Melhor cantor nacional sou teu fã
2331,Mais grande obra! Glória a Deus pelo trabalho de vocês!
2332,Que lindo irmão... Deus abençoe demais... Me tocou muito
2333,"Uaaauuu, parabéns pela letra, pelo clipe, por tudo. Top demaiiisss!!!🙌👏👏"
2334,Obrigado por essa canção! Que Deus te abençoe sempre!!!!
2335,Que mensagem... Deus abençoe Mauro! 🙌🏾
2336,Se tem Maick multi instrumentista. Tem Like!
2337,Linda a música 👏👏👏👏🎧
2338,Letra muito linda 🥰🥰🥰😭😭💙💙👍👍
2339,Meu Deus !! Que coisa linda de música . Que Deus te capacite mais e mais Mauro !!! Valeu !!!!
2340,"Evangelho traduzido em canção!!
Uma pena que essa geração é incapaz de entender o que a letra expressa...
Já que tem seus ouvidos e almas viciados em mensagens de  auto ajuda, de um Deus que só existe pra abençoar, presos em um templo tentando agradar a Ele com músicas, pulos e palmas, com   seus corações  cheios de  ódio e aversão pelos seus próprios irmãos!"
2341,"Vc entendeu, mais um ♥️
Aprender pra ensinar...❎
Aprender para viver...☑️ Ensinar vivendo."
2342,"Eu ja iria falar que de longe o tecladista parece o Maick mas, é ele mesmo kkk"
2343,Top Mauro! Sensacional mensagem....
2344,"esse cara e muito bom  !! que som e esse mano .
DEUS  abençoe ."
2345,"O evangelho cantado !!!

Veja Cristo ❤️
Viva Cristo ❤️"
2346,"Descobri por acaso essa canção, pura poesia, muito forte."
2347,Glória a Deus
2348,"Mauro parabéns cara, admiro demais o teu trabalho, letra fantástica."
2349,"Jesus te abençoe,!!❤"
2350,Que Deus te abençoe Mauro  Deus tem uma grande obra pra fazer na sua vida
2351,100 Comentário 👏👏👏
2352,"Lindo! E o maick multi instrumentista, parabéns!"
2353,E uma música espetacular tô treinando ela
2354,Gosto dmais de ouvir  suas músicas 👏👏
2355,"Pequeninos

A vida inteira me escondendo
Pra não te encontrar"
2356,"Que letra inspiradora , Deus é tremendo!!!!"
2357,"que bela letra mano, imersão total... parabéns..."
2358,Maravilhosa.  Ao melhor nível Mauro Henrique
2359,Temos carência de músicas cristãs como essa. Num mundo onde ao tem gospel ...
2360,"""Amo Sem Te Ver, Toda Vez Que Eu Amo A Quem Eu Vejo..""

O Que Falar Dessa Obra De Arte? Parabéns Mauro, Nn Poderíamos Esperar Menos Que Isso Vindo De Vc.. ❤"
2361,"Tu é um gênio Mauro Henrique, um talento muito raro!"
2362,"Produção, melodia, letra...perfeito uau"
2363,Presença de Deus na vida de todos.  😭😭
2364,Sem palavras.... Falou muito ao coração...
2365,"Essa música, é o resumo filosófico da prax edificante do verdadeiro  AMOR vivido !!! Deus Abençoe sua vida Maurão. .."
2366,"Ahhhh, Mauro... (que paz... 🍃 )"
2367,no Instagram não aparece essa música ainda
2368,"Parabéns Mauro vc é uma benção, que música! Deus o abençoe muiiittooo mais mano!"
2369,Meu Deus qui voz 👏👏👏👏
2370,"Mais uma Música/POESIA/REFLEXÃO ABENÇOADÍSSIMA. Desejo toda sorte de Bem-aventuranças pra ti, Mauro. 

Deixo uma REFLEXÃO 👉👉VALE A PENA LER: "
2371,"Olha essa composição... Santo Deus, que coisa magnífica"
2372,Ficou muito estilo RED essa música. Show!!! 😍
2373,"Linda música, que mensagem cara... O instrumental tá demais tbm! Que Deus continue te abençoando Mauro!"
2374,Amo seu trabalho Mauro (Sou teu fã) lindo é ver Deus em todas as suas canções 😥😍 meus parabéns cara 👏❤
2375,vi mais Forte que a chuva aqui em BH!!
2376,A mensagem passada é muito importante. Lindoooo
2377,Amo muito essa canção ❤❤❤❤❤❤❤❤
2378,"Adorei, muito linda 😍😍😍 
Mas quando o oficina volta ? Kkkkkkk tô morrendo de saudades 😍💔"
2379,"parabéns Mauro, que inspirações Deus te deu pra fazer estes louvores cada vez mais tocante grande abraço"
2380,"Música Bíblica, que aquece nosso coração para cumprir o maior mandamento que nosso cristo nos deixou. Obrigado por essa canção Mauro, Deus abençoe cada dia mais"
2381,"Com tanto gospel falando bobagem, quando  ouço uma música pregando realmente o evangelho fico tão feliz... Mauro é talentoso pra caramba!"
2382,"Em meio à tantas músicas ""cristãs"" emocionais e repetitivas, essa canção é um oásis no deserto. Nos remete ao compromisso simples, objetivo e sério que o evangelho propõe."
2383,"Mauro, infelizmente temos poucos músicos cristãos brasileiros responsáveis pelo que pregam. É nessas horas que entendo porquê sempre gostei do Oficina G3 e nunca me enjôo, e é muito bom ver que vc é mais um responsável com o que prega para o seu público. É inexplicável a lucidez e sentimento que esta música traz... Deus seja contigo sempre, brother!"
